	actors	average_per_theatre	cinematographers	composers	directors	distributor	domestic	foreign	genre	gross	gross2	gross_to_date	mpaa_rating	producers	production_budget	rank	release_date	release_year	runtime	theaters	theatre_change	title	week	week_number	week_over_week_change	worldwide	writers
732		24875.0				GKIDS	453243.0		Animation	24875.0	13806.0	24875.0	PG			53.0	2016-01-01		118.0	1.0		Only Yesterday (2016 re-release) (2016)	2016-01-01	1.0		453243.0	
733	Jeffrey Dean Morgan,Kyra Sedgwick,Matisyahu	8469.0			Ole Bornedal	Lionsgate	50718580.2356	36315921.0	Horror	24620175.2	11890390.3414	23849110.0	PG-13	Sam Raimi,Peter Schlessel	14000000.0	1.0	2012-08-31		91.0	2816.0		The Possession (2012)	2012-08-31	1.0		85446075.0	Juliet Snowden,Stiles White
734	Morena Baccarin,Chiwetel Ejiofor,Nathan Fillion	5790.0			Joss Whedon	Universal	30964538.0225	13354947.0	Sci-Fi Adventure	15374897.1549	8730156.50678	12668785.0	PG-13	Barry Mendel	39000000.0	2.0	2005-09-30		119.0	2188.0		Serenity (2005)	2005-09-30	1.0		38869464.0	Joss Whedon
735		7321.0				Kino Lorber	103819.381676		Comedy	7448.59118636	17547.5825968	7322.0	Unrated			84.0	2013-07-17		92.0	1.0		Computer Chess (2013)	2013-07-12	0.0			
736	Alec Baldwin,Scarlett Johansson	12382.0				Paramount	107175835.16	54743804.0	Animation	51379410.9912	24598329.4138	40948838.0	PG		30000000.0	2.0	2004-11-19		90.0	3307.0		The SpongeBob SquarePants Movie (2004)	2004-11-19	1.0		140161792.0	
737	Toni Collette,David Koechner,Adam Scott	6940.0			Michael Dougherty	Universal	42725475.0	18823232.0	Horror Comedy	20141330.0	10889325.0	20141330.0	PG-13	Jon Jashni,Thomas Tull	15000000.0	2.0	2015-12-04		98.0	2902.0		Krampus (2015)	2015-12-04	1.0		61548707.0	Michael Dougherty
738	Freddie Highmore,Mary-Louise Parker,Nick Nolte,David Strathairn,Seth Rogen,Martin Short	618.0		James Horner	Mark S. Waters	Paramount	78375303.0701	91644614.0	Fantasy	2615495.13922	31484370.0576	2375880.0	PG	Mark Canton,Larry J. Franco,Kathleen Kennedy,Frank Marshall	90000000.0	19.0	2008-02-14		97.0	3847.0		The Spiderwick Chronicles (2008)	2008-02-08	0.0		162839667.0	
739	Patrick Swayze,C. Thomas Howell,Lea Thompson,Charlie Sheen,Jennifer Grey,Ben Johnson,Harry Dean Stanton,Powers Boothe	7139.0			John Milius	MGM	87544583.1516		Action	29670810.039	19430309.1983	13006650.0	PG-13			1.0	1984-08-10		114.0	1822.0		Red Dawn (1984) (1984)	1984-08-10	1.0			John Milius,Kevin Reynolds
740		7614.0		Alan Silvestri		Warner Bros.	115101066.516		Comedy	15535521.2028	16135054.4741	9471400.0	PG-13	John Davis		6.0	1993-12-25		104.0	1244.0		Grumpy Old Men (1993)	1993-12-24	1.0			Mark Steven Johnson
741		1014.0				Oscilloscope Pictures	15807.052031		Documentary	2093.56723608	2074.98527836	2028.0	Unrated			97.0	2012-12-07		72.0	2.0		Only the Young (2012)	2012-12-07	1.0			
742		5819.0				Strand	23530.395935		Drama	6324.98955773	2439.1264079	5819.0	Unrated			77.0	2010-02-26		104.0	1.0		Toe to Toe (2010)	2010-02-26	1.0			
743	Morgan Freeman,Lance Henriksen,Mickey Rourke,Forest Whitaker	4027.0			Walter Hill	TriStar	13834517.9072		Unknown	6249572.50748	4060577.15543	3269584.0	R	Charles Roven		3.0	1989-09-29		96.0	812.0		Johnny Handsome (1989)	1989-09-29	1.0			
744	Natalie Portman,Rodrigo Santoro,Ewan McGregor,Joel Edgerton,Noah Emmerich	1041.0			Gavin O'Connor	Weinstein Company	1513793.0		Western	1259761.0	247632.0	1259761.0	R	Natalie Portman		16.0	2016-01-29		98.0	1210.0		Jane Got a Gun (2016)	2016-01-29	1.0		1513793.0	Brian Duffield
745	Courteney Cox	1001.0				Miramax	1133361.16555		Romantic Comedy	1034125.6742	99235.4913495	630466.0	R	Davis Guggenheim,Jeffrey Silver		17.0	1993-03-26		86.0	630.0		The Opposite Sex and How to Live With Them (1993)	1993-03-26	1.0			
746	Alexis Bledel,America Ferrera,Blake Lively,Amber Tamblyn	3353.0		Rachel Portman		Warner Bros.	48536578.67	262453.0	Comedy / Drama	9843497.00128	19018080.3611	8941698.0	PG-13	Alison Greenspan,Broderick Johnson,Andrew A. Kosove	27000000.0	7.0	2008-08-06		117.0	2667.0		The Sisterhood of the Traveling Pants 2 (2008)	2008-08-01	0.0		44352417.0	
747	Anna Paquin	4297.0		Mark Isham		Sony / Columbia	37982870.0504		Family	8568379.05869	7025721.66236	5672077.0	PG			2.0	1996-09-13		100.0	1320.0		Fly Away Home (1996)	1996-09-13	1.0			
748	Kirsten Dunst	3552.0	Gabriel Beristain	Randy Edelman		Universal	21010843.76		Comedy	9714458.40739	5582877.86002	6074175.0	PG-13	Brian Grazer		2.0	1994-03-04		113.0	1710.0		Greedy (1994)	1994-03-04	1.0			
749	Don Cheadle,Tim Robbins	9570.0		Ennio Morricone	Brian De Palma	Buena Vista	83800246.672	50100000.0	Sci-Fi Adventure	40227828.6959	19648299.1312	29226731.0	PG	Sam Mercer	100000000.0	1.0	2000-03-10		113.0	3054.0		Mission to Mars (2000)	2000-03-10	1.0		110983407.0	
750		16873.0				APD/Cinema Conservancy	30019.2163575		Family	17167.064484	903.476160837	16873.0	Unrated			62.0	2013-02-01		80.0	1.0		Little Fugitive (2013 re-release) (2013)	2013-02-01	1.0			
751	Ethan Hawke,Kristin Scott Thomas	5696.0				ATO Pictures	117479.266009		Thriller	52917.2862531	42126.3304747	51260.0	R			50.0	2012-06-15		83.0	9.0		The Woman in the Fifth (2012)	2012-06-15	1.0		113800.0	
752	Natalie Portman,Ashley Judd,Sally Field	4359.0				Fox	46485114.6588	7090880.0	Comedy / Drama	14620960.724	9473360.27639	10622569.0	PG-13	Susan Cartsonis,Patricia Whitcher	15000000.0	4.0	2000-04-28		120.0	2437.0		Where the Heart Is (2000)	2000-04-28	1.0		40863718.0	
753		4305.0				First Run	38636.4987112		Documentary	4756.09421685	9416.07224395	4305.0	Unrated			70.0	2009-02-06		85.0	1.0		Our City Dreams (2009)	2009-01-30	0.0			
754		11020.0				Buena Vista	21170684.528	4024220.0	Concert	15473956.4013	3640257.06482	14006321.0	G			3.0	2009-02-27		76.0	1271.0		Jonas Brothers: The 3D Concert Experience (2009)	2009-02-27	1.0		23186960.0	
755	Mark Duplass,Elisabeth Moss,Ted Danson	8337.0				Radius-TWC	514056.449374		Romantic Comedy	66777.1689392	138164.803904	66698.0	R			47.0	2014-08-22		91.0	8.0		The One I Love (2014)	2014-08-22	1.0		513447.0	
756	Antonio Banderas	2485.0				Sony / Columbia	10666170.9149		Romantic Thriller	5836019.5126	2540155.04648	3752513.0	R			5.0	1995-10-20		86.0	1510.0		Never Talk to Strangers (1995)	1995-10-20	1.0			
757		2545.0				Secret Identity	14511.4766457		Comedy	2627.28235494	6377.74082075	2545.0	R			99.0	2012-06-01		99.0	1.0		6 Month Rule (2012)	2012-06-01	1.0			
758	Sandra Bullock	3539.0	Andrew Lesnie	Nick Glennie-Smith		Warner Bros.	16100656.9581		Romantic Comedy	9152374.4447	4942324.10486	6058669.0	R	Gary Barber,James G. Robinson		10.0	1996-01-12		96.0	1712.0		Two If by Sea (1996)	1996-01-12	1.0			
759	Clint Eastwood	65273.0		Clint Eastwood	Clint Eastwood	Warner Bros.	163031189.506	121862926.0	Action Drama	431137.052726	1658329.68824	391639.0	R	Bill Gerber,Robert Lorenz,Tim Moore	33000000.0	20.0	2008-12-12		116.0	6.0		Gran Torino (2008)	2008-12-12	1.0		269958228.0	Nick Schenk
760	Benicio Del Toro,Anthony Hopkins,Emily Blunt,Hugo Weaving	12560.0		Danny Elfman	Joe Johnston	Universal	67369106.168	77810085.0	Horror	43987563.2481	13751754.4704	40468625.0	R	Ryan Kavanaugh,Scott Stuber	150000000.0	3.0	2010-02-12		102.0	3222.0		The Wolfman (2010)	2010-02-12	1.0		139789765.0	Andrew Kevin Walker
761		10090.0				IDP	147289.135714	416506.0	Foreign	24489.3294572	39655.7475269	20179.0	R			68.0	2005-06-24		89.0	2.0		Lila Says (2005)	2005-06-24	1.0		537871.0	
762		52634.0				Sony Classics	15057088.4505	20568700.0	Documentary	67799.7433587	60180.4196902	52634.0	G			68.0	2003-04-18		85.0	1.0		Winged Migration (2003)	2003-04-18	1.0		32257753.0	
763		2670.0		Christopher Young		Orion Pictures	17405019.4444		Horror	6844739.31135	4173068.92504	4172970.0	R			6.0	1993-04-23		121.0	1563.0		The Dark Half (1993)	1993-04-23	1.0			
764	Harrison Ford,Kelly McGillis,Lukas Haas,Danny Glover,Viggo Mortensen	7161.0			Peter Weir	Paramount	151345031.226		Drama / Thriller	13818423.7168	17358737.3942	6273231.0	R			2.0	1985-02-08		112.0	876.0		Witness (1985)	1985-02-08	1.0			
765		6543.0				Mormon Movies	2164094.02359		Period Adventure	244413.476163	200526.687087	189742.0	PG		1500000.0	39.0	2003-09-12		120.0	29.0		Book of Mormon Movie (2003)	2003-09-12	1.0			
766	James Caviezel,Michael Cera,Dennis Quaid	4327.0		Michael Kamen	Gregory Hoblit	New Line	61952387.1122	23095967.0	Sci-Fi Thriller	15610121.3055	11360996.9734	11341224.0	PG-13		31000000.0	3.0	2000-04-28		119.0	2621.0		Frequency (2000)	2000-04-28	1.0		68106245.0	
767	Richard Gere	3903.0				Paramount	11258525.5733		Unknown	6275522.89881	3452632.80673	2848936.0	PG-13			12.0	1985-03-29		113.0	730.0		King David (1985)	1985-03-29	1.0			
768	Mel Gibson,Elijah Wood	6203.0		Jerry Goldsmith		Warner Bros.	94530061.1132	72000000.0	Romance	17920044.4779	25655253.9173	10607603.0	PG	J.J. Abrams		4.0	1992-12-18		102.0	1710.0		Forever Young (1992)	1992-12-18	1.0		127956187.0	J.J. Abrams
769		2564.0			Brian De Palma	Columbia	20079012.637		Unknown	8352136.89954	6936559.14035	3661286.0	R			3.0	1984-10-26		109.0	1428.0		Body Double (1984)	1984-10-26	1.0			
770	Anne Hathaway,Glenn Close,Anthony Anderson 	7613.0				Weinstein Company	62363033.1766	58626556.0	Animation	22119766.2596	14637542.4864	18226500.0	PG			2.0	2005-12-16		95.0	2394.0		Hoodwinked (2005)	2006-01-13	1.0		110013167.0	
771		8354.0				Magnolia	30902.5499894		Foreign	10481.948216	3675.08095818	8354.0	R			87.0	2004-08-06		71.0	1.0		Bang Rajan (2004)	2004-08-06	1.0		24629.0	
772		1899.0				Gathr Films	242212.0		Documentary	151942.0	44161.0	151942.0	Unrated			34.0	2016-05-24		79.0	80.0		Minimalism: A Documentary About the Important Things (2016)	2016-05-20	0.0			
773		3877.0				Buena Vista	136123964.7		Animation	10716412.0923	10332417.7923	5606497.0	G			3.0	1989-03-17		76.0	1446.0		The Rescuers (Re-issue) (1989) (1989)	1989-03-17	1.0			
774	Mads Mikkelsen	13917.0				IFC	1754215.23824	10098139.0	Foreign	79545.2197915	81464.5199959	69586.0	R			47.0	2007-03-30		120.0	5.0		After the Wedding (2007)	2007-03-30	1.0		11632723.0	
775	Dennis Quaid	3937.0		James Newton Howard	Taylor Hackford	Warner Bros.	25321137.1851		Sports Drama	8850142.6531	6509075.85633	4417286.0	R	Taylor Hackford,Laura Ziskin		3.0	1988-11-04		127.0	1122.0		Everybody's All-American (1988)	1988-11-04	1.0			
776		1655.0				Freestyle Releasing	95465.8401004		Foreign / Horror	85422.2919545	10043.5481459	82747.0	R			44.0	2012-05-11		110.0	50.0		The Road (2012) (2012)	2012-05-11	1.0			
777	Sandra Bullock,Ryan Gosling	4506.0		Clint Mansell	Barbet Schroeder	Warner Bros.	42088302.3387	24768398.0	Thriller	15810411.9977	10894161.643	12000376.0	R		50000000.0	3.0	2002-04-19		120.0	2663.0		Murder by Numbers (2002)	2002-04-19	1.0		56714147.0	
778	Bjork	9376.0				IFC	275982.547773	16266.0	Fantasy	11023.1715873	37621.7460317	9376.0	Unrated			92.0	2006-03-29		135.0	1.0		Drawing Restraint 9 (2006)	2006-03-24	0.0		251009.0	
779	Daniel Radcliffe,Teresa Palmer	5245.0				Warner Independent	57973.3828891	1124864.0	Drama	23982.6791485	18059.0259861	20980.0	PG-13			82.0	2007-09-14		105.0	4.0		December Boys (2007)	2007-09-14	1.0		1175579.0	
780		117.0				Strand	2514.75827766		Fantasy Comedy	120.782725158	123.879718111	117.0	Unrated			118.0	2012-10-26		106.0	1.0		The Ghastly Love of Johnny X (2012)	2012-10-26	1.0			
781	Sam Shepard	1669.0				Music Box Films	10457.1261048		Documentary	1698.087514	2585.2848251	1669.0	Unrated			109.0	2013-09-25		92.0	1.0		Shepard and Dark (2013)	2013-09-20	0.0			
782		1764.0				Flicker Alley	54699.089532		Documentary	5462.06323772	3504.76369156	5291.0	Unrated			86.0	2012-02-10			3.0		A Trip to the Moon/The Extraordinary Voyage (2012)	2012-02-10	1.0			
783	Nick Nolte,Amy Smart	11058.0			Victor Salva	Lionsgate	4656177.80277	366513.0	Drama	130011.348849	90863.570744	110584.0	PG-13			38.0	2006-06-02		120.0	10.0		Peaceful Warrior (2006)	2006-06-02	1.0		4326927.0	
784		7700.0				People Pictures	20801.0526149		Comedy	8369.55139964	4890.20931779	7700.0	Unrated			79.0	2010-08-13		89.0	1.0		The People I've Slept With (2010)	2010-08-13	1.0			
785		750.0				Tartan	94408.244628	136621.0	Foreign	1763.51934524	10522.3320933	1500.0	R			119.0	2006-04-26		150.0	2.0		The Death of Mr. Lazarescu (2006)	2006-04-21	0.0		216922.0	
786		9096.0				Arthouse Films	278523.453214		Documentary	9886.94019885	36521.6788348	9065.0	Unrated			68.0	2010-07-21		88.0	1.0		Jean-Michel Basquiat: The Radiant Child (2010)	2010-07-16	0.0			
787		847.0				IFC	2149.99645045		Drama	920.65065396	1229.34579649	847.0	R			87.0	2010-01-29		110.0	1.0		Falling Awake (2010)	2010-01-29	1.0			
788	Adam Sandler,Kathy Bates,Fairuza Balk,Rob Schneider	20523.0			Frank Coraci	Buena Vista	234823714.478	24500000.0	Sports Comedy	79498988.7127	43405437.9586	54672598.0	PG-13	Jack Giarraputo,Adam Sandler,Robert Simonds	23000000.0	1.0	1998-11-06		90.0	2664.0		The Waterboy (1998)	1998-11-06	1.0		185991646.0	Tim Herlihy,Adam Sandler
789	Christina Applegate,Kelsey Grammer	1933.0		John Powell		Buena Vista	6399243.53	11395193.0	Fantasy Comedy	4112343.9859	1749317.95398	3072759.0	PG-13		35000000.0	12.0	2001-04-06		88.0	1590.0		Just Visiting (2001)	2001-04-06	1.0		16176732.0	John Hughes
790		13858.0				Vitagraph	408637.885442	2679029.0	Foreign / Horror	52163.8155532	36809.7815193	41576.0	R			61.0	2004-07-23		90.0	3.0		Ju-On: The Grudge (2004)	2004-07-23	1.0		3004709.0	
791		7057.0				Monterey Media, Inc.	42457.5684875	121325.0	Romantic Thriller	7435.9224901	10120.7362218	7057.0	R			75.0	2011-06-10		121.0	1.0		Road to Nowhere (2011)	2011-06-10	1.0		161619.0	
792		5337.0				Arthouse Films	57964.6911209		Documentary	5896.23108834	19967.8622242	5230.0	Unrated			95.0	2009-10-09		83.0	1.0		Visual Acoustics (2009)	2009-10-09	1.0			
793		3533.0				First Run	19387.9857943		Documentary	3537.19358695	9708.51010831	3533.0	Unrated			80.0	2014-01-31		86.0	1.0		Peter Brook: The Tightrope (2014)	2014-01-24	0.0			
794	James Marsden,Kate Bosworth,Alexander Skarsgård,Dominic Purcell,Laz Alonso,James Woods	2817.0			Rod Lurie	Sony / Screen Gems	10878807.2877		Thriller	7148110.03658	3010793.10949	6783854.0	R		25000000.0	5.0	2011-09-16		105.0	2408.0		Straw Dogs (2011) (2011)	2011-09-16	1.0		10324441.0	Rod Lurie
795	Chiwetel Ejiofor,John Cusack,Woody Harrelson,Thandie Newton,Amanda Peet,Danny Glover	24007.0		Harald Kloser,Thomas Wander	Roland Emmerich	Sony / Columbia	183518029.458	603567306.0	Action Drama	90284099.0923	43173449.1202	81721057.0	PG-13	Larry J. Franco,Mark Gordon,Harald Kloser	200000000.0	1.0	2009-11-13		158.0	3404.0		2012 (2009)	2009-11-13	1.0		769679473.0	
796	Asia Argento,Anne Parillaud	27352.0			Catherine Breillat	IFC	864908.447198	1045906.0	Foreign	60219.9734839	177629.271548	54703.0	Unrated		6000000.0	47.0	2008-06-27		109.0	2.0		The Last Mistress (2008)	2008-06-27	1.0		1831577.0	
797	Helen Mirren	8618.0			Peter Hyams	MGM	92162103.1778		Sci-Fi Adventure	22137082.1188	12782828.6747	9704126.0	PG			2.0	1984-12-07		116.0	1126.0		2010 (1984)	1984-12-07	1.0			
798	Paul Bettany	9036.0	Peter Sova			IFC	40730.2976932		Unknown	11904.8672151	21940.2117899	9036.0	R			80.0	2002-06-14		103.0	1.0		Gangster No. 1 (2002)	2002-06-14	1.0			
799		8390.0				IFC	61139.4850762		Foreign	8399.9587304	5308.29334786	8390.0	Unrated			79.0	2014-04-25		93.0	1.0		Young and Beautiful (2014)	2014-04-25	1.0		61067.0	
800	Zoe Saldana	8298.0	Shane Hurlbut	John Powell	Charles Stone III	Fox	74305533.0413	1189301.0	Music Drama	20071342.6261	17491948.142	15234496.0	PG-13		20000000.0	4.0	2002-12-13		118.0	1836.0		Drumline (2002)	2002-12-13	1.0		57588485.0	Tina Gordon Chism
801		18906.0				Well Go USA	708012.849913	82833860.0	Foreign / Action	214694.907127	226158.942708	207971.0	Unrated			25.0	2012-10-12		135.0	11.0		The Thieves (2012)	2012-10-12	1.0		83519699.0	
802	Keegan-Michael Key,Bernie Mac,Angela Bassett,Tom Arnold	3773.0	Shane Hurlbut	John Powell	Charles Stone III	Buena Vista	27366977.8146	28190.0	Sports Comedy	12953777.0532	7843088.26664	10324021.0	PG-13	Gary Barber,Roger Birnbaum,Jonathan Glickman,Frank Marshall		3.0	2004-09-17		104.0	2736.0		Mr. 3000 (2004)	2004-09-17	1.0		21839377.0	
803		1072.0				Jampa	26677.0		Comedy / Drama	21436.0	3611.0	21436.0	Unrated			68.0	2016-03-18			20.0		Papa (Luo shan ji dao dan ji hua) (2016)	2016-03-18	1.0		26677.0	
804	Matthew Goode,Ben Whishaw,Hayley Atwell,Emma Thompson,Michael Gambon,Greta Scacchi,Felicity Jones	16196.0				Miramax	7080969.7048	7018930.0	Period Drama	588365.312471	1926310.38666	534463.0	PG-13			21.0	2008-07-25		133.0	33.0		Brideshead Revisited (2008)	2008-07-25	1.0		13451186.0	Jeremy Brock,Andrew Davies
805	Ben Stiller,Geoffrey Rush,William H. Macy,Janeane Garofalo,Hank Azaria,Greg Kinnear	6840.0		Stephen Warbeck		Universal	42341551.9879	3699000.0	Fantasy Comedy	20785601.3176	10147720.6705	14610265.0	PG	Lawrence Gordon,Lloyd Levin	68000000.0	6.0	1999-08-06		122.0	2136.0		Mystery Men (1999)	1999-08-06	1.0		33461011.0	
806		14432.0				First Run	385327.192829		Documentary	19014.0597221	15560.9104336	14432.0	Unrated			84.0	2002-11-22		74.0	1.0		Power and Terror: Noam Chomsky in Our Times (2002)	2002-11-22	1.0			
807		22616.0				Cinema Libre	267265.839788		Comedy	28376.7944521	25122.0453891	22616.0	Unrated		944149.0	80.0	2004-04-02		87.0	1.0		The Delicate Art of Parking (2004)	2004-04-02	1.0			
808	John Travolta,Jamie Lee Curtis	4540.0				Columbia	28457146.5296		Drama	13441335.397	8020584.79167	6102042.0	R			5.0	1985-06-07		121.0	1344.0		Perfect (1985)	1985-06-07	1.0			
809		1620.0				Menemsha	12198.6466848		Foreign	2086.7801087	10111.8665761	1620.0	Unrated			119.0	2003-11-26		105.0	1.0		El Bonaerense (2003)	2003-11-21	0.0		9470.0	
810	Jamie Foxx,Christoph Waltz,Leonardo DiCaprio,Kerry Washington,Samuel L. Jackson,Don Johnson,Dennis Christopher,Walton Goggins,James Remar,Jonah Hill	11070.0			Quentin Tarantino	Weinstein Company	168069093.924	262562804.0	Western	34397541.9632	54661008.9066	33320265.0	R	Michael Shamberg,Stacey Sher	100000000.0	3.0	2012-12-25		165.0	3010.0		Django Unchained (2012)	2012-12-21	0.0		425368238.0	Quentin Tarantino
811		1832.0				FIP	450692.0		Drama	399421.0	51271.0	399418.0	Unrated			20.0	2015-05-15		149.0	218.0		Bombay Velvet (2015)	2015-05-15	1.0		450692.0	
812		2871.0				Eleven Arts	119092.378233	116042.0	Animation	3171.83426169	11280.9472818	2871.0	PG-13			85.0	2009-07-03		98.0	1.0		Evangelion 1.0 You Are (Not) Alone (2009)	2009-07-03	1.0		223839.0	
813	Stephen Dorff,Elle Fanning,Michelle Monaghan	7702.0			Sofia Coppola	Focus Features	1940915.2739	12151264.0	Comedy / Drama	58598.8162995	261422.39449	53911.0	R	Roman Coppola	7000000.0	48.0	2010-12-22		98.0	7.0		Somewhere (2010)	2010-12-17	0.0		13936909.0	Sofia Coppola
814	Michael Keaton,Danny DeVito	4067.0			Amy Heckerling	Fox	39064222.6152		Crime Comedy	10074712.1256	11712978.6483	4416403.0	PG-13			10.0	1984-12-21		90.0	1086.0		Johnny Dangerously (1984)	1984-12-21	1.0			
815	Christopher Reeve,Mark Hamill,Thomas Dekker	2166.0			John Carpenter	Universal	14647720.5853		Horror	6366278.17523	3923035.70971	4093465.0	R			5.0	1995-04-28		99.0	1890.0		Village of the Damned (1995)	1995-04-28	1.0			
816	John Travolta,Uma Thurman,Vince Vaughn,Cedric the Entertainer,Dwayne Johnson,Danny DeVito,Andre Benjamin	8746.0		John Powell	F. Gary Gray	MGM	68018877.735	39179137.0	Crime Comedy	34133343.6608	16113575.8661	28125586.0	PG-13	Michael Shamberg,Stacey Sher	53000000.0	2.0	2005-03-04		104.0	3216.0		Be Cool (2005)	2005-03-04	1.0		95226116.0	
817	Wesley Snipes	4072.0		Hans Zimmer		Paramount	45956532.7622		Action	13154213.2001	9838458.92074	8224956.0	R		45000000.0	3.0	1994-12-09		101.0	2020.0		Drop Zone (1994)	1994-12-09	1.0			
818		1172.0		Dario Marianelli		Strand	16980.3399355	126223.0	Drama	5512.76147321	1280.31504464	4689.0	PG			89.0	2006-11-22		86.0	4.0		Opal Dream (2006)	2006-11-24	1.0		140666.0	
819		887.0				Drafthouse	22464.8126478	3601250.0	Foreign	10827.4699365	3447.04643346	10642.0	Unrated			81.0	2013-05-17		104.0	12.0		Pieta (2013)	2013-05-17	1.0		3623330.0	
820	Chad Allen,Judith Light	10927.0				First Run	91807.8556685		Drama	12029.023093	6729.51571042	10927.0	Unrated			89.0	2008-09-05		93.0	1.0		Save Me (2008)	2008-09-05	1.0			
821		3351.0				Excel	1140526.87466		Drama / Thriller	228696.646025	190146.252547	170883.0	PG-13			37.0	2001-04-06		120.0	51.0		Brigham City (2001)	2001-04-06	1.0			
822		1167.0				Monterey Media, Inc.	256683.25415	259941.0	Documentary	9339.29879137	14309.5890172	132835.0	Unrated			82.0	2007-04-27		89.0	7.0		10 Questions for the Dalai Lama (2007)	2007-08-17	17.0		484487.0	
823		3650.0				First Run	47035.8194386		Unknown	4808.84963869	26899.2556365	3650.0	Unrated			117.0	2002-09-11		110.0	1.0		The Pinochet Case (2002)	2002-09-06	0.0			
824	Danny DeVito,Arnold Schwarzenegger	10285.0	Andrzej Bartkowiak	Randy Edelman	Ivan Reitman	Universal	224271351.721	104676000.0	Comedy	28766330.5462	24395721.038	14357860.0	PG	Joe Medjuck,Ivan Reitman	15000000.0	1.0	1988-12-09		105.0	1396.0		Twins (1988)	1988-12-09	1.0		216614388.0	
825		3878.0				Fox Searchlight	594798.986894		Foreign	412685.795491	124017.741992	391656.0	R			24.0	2011-04-22		130.0	101.0		Dum Maaro Dum (2011)	2011-04-22	1.0		564489.0	
826	Christopher Walken,Taron Egerton,Hugh Jackman	3801.0			Dexter Fletcher	Fox	15789389.0	30327366.0	Drama	7761132.0	4156672.0	7761132.0	PG-13	Adam Bohling,Valerie Van Galder,Rupert Maconick,David Reid,Matthew Vaughn	23000000.0	6.0	2016-02-26		105.0	2042.0		Eddie the Eagle (2016)	2016-02-26	1.0		46116755.0	Sean Macaulay,Simon Kelton
827	Freddie Highmore,Nicolas Cage,Kristen Bell	2606.0		John Ottman	David Bowers	Summit Entertainment	21599701.9029	20335919.0	Animation	8678924.04126	5113971.24915	7855767.0	PG		65000000.0	7.0	2009-10-23		94.0	3014.0		Astro Boy (2009)	2009-10-23	1.0		39886986.0	David Bowers
828	Diane Lane,Thomas Jane,Joseph Gordon-Levitt,Mickey Rourke,Rosario Dawson,Johnny Knoxville,Lois Smith	3066.0		Klaus Badelt	John Madden	Weinstein Company	20596.4842009	2942350.0	Crime Thriller	16938.5450715	3657.93912938	15332.0	R	Lawrence Bender		59.0	2009-01-23		84.0	5.0		Killshot (2009)	2009-01-23	1.0		2960993.0	Hossein Amini
829	Keanu Reeves,Uma Thurman	1854.0			Gus Van Sant	Fine Line	2733009.12173		Comedy	1580044.56322	758459.197915	987957.0	R	Gus Van Sant		11.0	1994-05-20		96.0	533.0		Even Cowgirls Get the Blues (1994)	1994-05-20	1.0			Gus Van Sant
